# QIIME-formatted OTU table																																																																																																												
#OTU ID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108
ZOTU153	0	0	0	0	0	0	0	0	0	15	21	17	9	10	20	5	3	14	0	0	1	0	0	0	0	0	0	32	39	32	26	19	35	23	8	26	0	0	0	0	0	0	0	0	0	32	15	38	12	31	22	32	24	34	0	0	0	0	0	0	0	0	0	15	7	15	14	19	10	16	24	11	0	0	0	0	0	0	0	0	0	25	20	39	18	15	23	17	20	27	0	0	0	0	0	0	1	0	1	25	16	20	22	24	20	20	41	15
ZOTU184	24	24	9	26	21	15	14	24	19	0	0	0	0	0	0	0	0	0	12	16	28	16	16	19	17	20	21	0	0	0	0	0	0	0	0	0	19	15	18	14	16	12	15	16	16	0	0	0	0	0	0	0	0	0	22	27	24	30	21	26	20	23	30	0	0	0	0	0	1	0	0	0	31	25	12	23	23	23	14	24	13	0	0	0	0	0	0	0	0	0	18	33	26	22	14	24	22	24	19	0	0	0	0	0	0	0	0	0
ZOTU133	21	20	16	13	23	15	19	21	21	2	0	0	0	0	0	0	0	0	35	27	22	14	16	21	18	20	26	0	0	0	0	0	0	0	0	0	15	17	21	15	18	23	18	31	19	0	0	0	0	0	0	0	0	0	23	27	18	16	15	19	17	26	20	0	0	0	0	0	1	0	0	0	21	22	15	26	22	17	13	31	16	0	0	0	0	0	0	0	0	0	19	20	20	20	19	18	18	17	16	0	0	0	0	0	0	0	0	0
ZOTU116	1	16	6	13	9	7	5	1	12	7	15	11	4	4	6	12	4	4	7	8	7	9	10	9	8	6	11	5	5	4	9	5	10	10	2	7	23	7	8	4	7	3	14	13	5	6	16	8	3	15	6	9	9	3	4	2	14	7	4	6	4	5	8	14	26	46	23	23	32	18	22	21	5	7	17	4	4	8	6	4	10	11	10	30	14	8	30	5	6	9	9	4	3	7	6	13	8	3	22	16	11	16	4	12	11	10	7	9
ZOTU16	0	1	0	0	1	1	2	0	1	5	3	1	8	38	88	2	723	25	0	1	0	0	0	0	0	2	0	0	0	4	8	23	16	1	32	5	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	13	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	3	1	1	0	0	2	0	0	0
ZOTU128	29	15	20	12	18	20	15	19	22	0	0	0	0	0	0	0	0	0	15	23	30	16	14	28	21	21	21	0	0	0	0	0	0	0	1	0	21	12	15	12	15	11	18	18	15	0	0	0	0	0	0	0	0	0	21	14	14	22	15	25	19	19	26	0	0	1	0	0	0	0	0	1	22	22	13	13	17	15	22	20	11	0	1	0	0	0	0	0	0	0	12	12	27	25	17	30	24	16	15	0	0	0	2	0	0	1	0	0
ZOTU112	0	1	2	1	2	2	4	1	0	28	28	34	20	30	22	13	17	48	0	1	0	3	2	2	1	3	2	20	12	11	12	12	14	15	4	11	0	1	0	0	1	0	2	0	2	17	27	23	10	30	14	23	14	18	0	0	2	1	0	0	0	1	2	25	19	36	27	18	8	18	18	23	1	1	0	0	1	0	0	0	0	8	14	12	17	9	12	14	10	11	1	0	0	1	0	0	0	0	2	10	20	10	13	15	20	18	13	8
ZOTU510	8	8	7	5	8	8	7	2	11	9	10	8	4	3	4	7	4	7	12	13	10	12	14	11	14	9	4	13	3	4	9	2	3	6	5	5	18	9	6	14	17	21	8	12	8	5	6	6	7	11	11	8	16	10	8	8	6	12	14	11	13	11	3	4	10	13	7	5	6	1	6	7	13	5	9	9	12	9	16	8	14	18	7	11	6	9	12	4	9	11	9	14	12	12	5	25	12	11	14	10	14	8	10	10	9	14	12	5
ZOTU92	6	7	9	7	10	4	16	8	6	14	10	18	13	4	9	6	6	10	3	7	3	5	7	1	6	7	3	12	10	13	9	12	13	9	5	12	4	4	5	4	3	8	5	5	2	13	13	8	6	18	8	15	5	18	6	12	9	5	8	9	12	10	6	24	15	16	14	14	9	13	17	20	4	10	12	6	6	5	10	10	6	14	8	7	16	11	13	8	9	5	8	6	4	5	8	2	6	9	12	14	15	12	9	6	11	7	16	7
ZOTU344	11	13	10	12	18	12	17	10	12	3	2	5	2	8	2	3	0	4	13	7	11	15	16	12	12	17	8	5	3	4	2	6	5	6	1	3	8	10	7	19	11	10	12	15	12	1	7	1	0	8	2	1	3	7	19	9	20	16	24	10	15	26	16	7	4	6	3	3	2	6	4	3	8	16	13	22	23	16	18	12	14	3	4	7	5	5	5	6	3	3	26	11	11	12	20	15	10	13	10	0	6	3	6	4	5	5	2	1
ZOTU262	9	15	13	16	10	11	7	16	14	4	8	9	1	5	8	4	1	5	12	14	8	7	7	9	11	13	16	2	3	4	1	6	0	2	2	5	4	16	10	9	9	10	3	2	12	7	7	5	1	8	5	4	0	4	12	13	25	24	15	15	17	19	27	13	5	10	10	8	4	7	4	1	10	12	8	14	17	13	14	16	11	9	7	10	6	6	7	7	6	10	5	6	13	3	16	8	9	12	12	7	6	6	8	4	10	1	9	6
ZOTU134	7	6	1	1	1	2	6	4	6	8	13	17	7	7	13	3	5	6	2	6	5	9	9	4	1	2	3	14	22	17	17	13	17	10	9	16	6	8	8	10	12	4	10	5	6	13	13	4	3	7	19	18	5	12	6	3	5	5	3	4	4	4	4	7	9	11	7	12	9	8	4	11	3	2	3	8	8	7	1	2	2	21	24	16	9	6	16	14	18	19	8	8	8	2	3	9	9	6	8	14	15	15	19	13	6	10	20	13
ZOTU240	4	0	0	1	2	1	0	1	2	4	9	8	0	7	9	3	1	2	3	1	0	3	3	3	2	4	2	18	32	57	27	17	19	10	3	27	3	1	4	0	4	0	2	3	0	16	32	11	2	12	28	18	5	14	1	2	2	1	0	0	2	0	1	14	4	5	2	11	14	9	7	8	4	0	0	3	1	4	0	2	2	25	18	18	23	28	23	17	22	27	2	5	2	9	4	3	3	4	4	15	26	13	19	14	16	12	14	21
ZOTU201	12	5	11	15	11	6	11	17	11	3	1	0	1	0	3	0	0	1	28	14	14	16	7	24	11	17	11	0	2	12	0	0	0	0	0	1	22	14	22	22	17	24	9	23	19	0	5	2	0	0	3	2	0	1	3	6	8	9	3	16	8	10	11	2	1	2	1	2	3	3	1	3	14	13	14	18	17	19	15	21	12	3	1	6	4	8	1	1	4	9	12	23	20	9	23	21	22	18	15	2	2	5	1	5	0	0	1	6
ZOTU242	22	14	10	9	14	19	10	11	5	2	5	6	0	3	3	0	0	2	6	12	17	9	6	12	9	12	12	2	3	3	3	1	3	4	2	1	17	14	12	16	11	16	13	18	11	2	2	0	9	7	3	2	9	4	17	9	6	13	11	15	11	10	15	0	6	2	0	5	3	1	2	4	15	8	15	25	13	15	10	14	12	7	2	9	1	1	5	4	5	6	19	14	10	18	14	23	18	10	14	5	6	3	5	5	4	2	2	5
ZOTU279	21	18	13	6	7	6	10	10	12	10	4	4	1	3	1	0	0	5	20	11	20	16	13	17	15	12	15	7	6	8	3	3	6	4	5	7	13	14	21	15	9	1	18	15	12	15	4	9	16	5	4	9	14	12	7	9	9	10	9	18	4	4	18	3	5	3	3	4	3	2	6	4	15	14	3	6	4	13	11	5	9	1	9	14	0	1	3	6	2	4	7	10	15	7	11	11	14	9	6	2	1	2	1	3	2	5	4	8
ZOTU138	1	0	2	0	1	1	4	0	1	11	15	12	10	12	10	18	9	18	0	1	2	2	0	0	0	1	0	15	9	3	9	3	15	12	7	19	2	3	3	1	4	1	1	2	2	16	11	11	8	23	13	8	17	10	1	1	0	1	0	2	2	1	1	11	9	10	8	10	9	10	14	6	3	1	0	1	0	0	0	1	2	18	19	17	33	23	32	19	24	17	1	0	3	0	1	2	1	3	3	12	16	16	27	20	30	27	18	15
ZOTU179	0	0	0	0	0	0	0	0	0	7	14	12	2	12	19	7	1	14	0	0	1	0	0	0	0	0	1	17	27	17	15	18	25	11	8	11	0	0	1	0	0	0	0	0	0	16	20	27	5	15	9	16	13	13	0	0	0	0	0	0	0	0	0	8	11	15	14	16	11	12	9	11	0	0	0	0	0	0	0	0	0	27	26	25	19	12	22	12	17	22	0	0	0	0	0	0	0	0	1	30	18	21	27	15	24	21	23	17
ZOTU218	13	8	6	6	8	9	11	19	9	7	4	3	2	4	7	1	1	3	10	7	3	15	13	8	8	9	10	3	7	10	3	5	8	1	2	2	12	10	16	10	9	19	13	12	10	4	4	6	9	4	4	3	4	4	6	5	1	17	8	8	15	9	12	2	4	5	7	1	0	2	6	5	13	8	9	7	6	6	7	13	7	2	4	7	3	9	2	5	6	5	6	17	6	9	11	16	21	16	14	5	9	5	3	4	6	4	4	8
ZOTU208	16	17	13	8	10	10	13	20	18	0	0	0	0	0	0	0	0	1	20	18	19	17	19	16	20	10	13	0	0	1	0	0	1	0	0	0	19	9	17	12	16	9	26	18	10	0	0	0	0	0	1	0	0	0	12	11	10	16	6	14	17	10	17	0	0	1	0	0	0	0	1	0	25	7	10	10	10	21	17	8	10	0	0	1	0	1	0	0	0	1	10	11	17	12	17	20	29	17	5	0	0	0	0	0	0	0	0	1
ZOTU239	3	11	7	14	6	4	1	6	4	15	10	7	5	13	19	5	0	8	3	8	3	2	10	3	9	5	6	11	6	13	6	7	14	7	2	10	4	6	4	8	6	3	2	2	8	10	15	7	4	8	11	9	5	2	10	3	8	6	14	7	2	8	8	8	13	8	14	11	17	10	11	12	2	3	4	4	7	6	5	5	5	9	13	9	10	10	10	4	8	6	6	7	3	5	4	4	5	5	11	7	10	5	9	6	8	9	5	14
ZOTU159	3	1	0	1	0	0	1	0	1	0	0	0	218	54	43	235	69	33	0	1	0	0	0	0	0	0	0	0	0	0	13	21	11	18	13	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	1	0	0	3	0	0	0	1	0	0	2	0	0	0	0	4	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	3	0	1
ZOTU136	6	10	5	6	12	7	4	10	5	3	4	7	4	6	6	1	5	8	7	9	7	4	7	10	8	5	7	3	2	2	3	2	1	0	4	3	10	9	9	9	6	3	1	9	3	4	2	6	2	4	3	4	8	3	6	7	10	6	4	6	5	9	11	3	9	14	7	23	20	22	27	19	3	5	6	7	5	6	5	6	8	3	3	3	10	12	11	13	9	6	14	6	8	5	4	4	4	3	3	7	11	3	5	8	16	6	14	9
ZOTU195	6	5	6	8	17	16	6	6	4	0	0	0	0	0	0	0	19	7	4	11	9	10	10	12	15	10	14	1	3	1	1	10	0	10	81	1	9	11	4	11	12	17	13	6	6	0	0	0	21	0	0	1	5	0	7	8	4	12	9	10	12	7	6	0	0	0	0	0	0	0	0	0	7	7	0	33	4	11	13	9	16	0	0	0	0	0	0	0	0	0	14	14	10	17	18	21	13	15	21	0	2	0	0	6	0	0	0	0
ZOTU38	3	16	2	1	7	3	6	4	5	4	3	4	113	45	13	50	27	19	4	3	2	1	1	1	4	2	4	0	1	1	20	44	20	23	52	5	1	3	4	1	2	2	2	4	2	0	0	1	11	0	12	37	1	1	0	0	1	0	0	2	0	1	0	0	2	1	0	3	4	1	1	2	0	0	0	0	0	2	1	0	2	0	0	1	16	0	2	10	26	5	0	1	3	0	0	0	2	1	1	2	5	3	1	4	11	15	0	1
ZOTU214	12	12	10	14	9	12	10	13	16	0	1	1	0	1	0	0	0	2	20	14	14	9	19	13	9	11	9	0	2	0	0	0	1	0	1	2	13	9	10	10	7	5	5	6	10	1	1	0	0	3	1	0	0	0	15	11	31	15	15	21	14	10	25	3	3	4	1	1	3	0	1	0	19	13	9	16	21	15	12	12	11	0	1	1	0	2	3	0	2	4	9	10	10	11	14	7	9	7	9	0	1	1	0	6	1	0	2	0
ZOTU183	4	1	3	5	2	3	1	2	3	16	21	24	6	28	16	3	8	26	2	1	0	4	2	1	3	0	1	9	8	9	4	13	9	10	2	4	0	0	0	2	2	1	3	0	0	15	15	7	3	12	3	11	8	17	4	0	2	4	0	0	1	6	2	16	8	25	14	10	15	11	12	19	0	0	2	1	0	2	2	0	2	8	11	9	8	13	14	14	9	19	0	1	0	1	1	3	4	3	1	6	13	9	10	14	8	13	9	5
ZOTU187	16	14	20	13	19	34	12	15	17	4	5	4	3	3	6	1	2	6	11	7	9	17	14	16	24	17	18	1	2	0	1	0	1	1	0	3	9	6	7	5	8	5	4	3	11	0	2	1	1	1	2	1	0	1	10	13	23	12	13	7	19	23	14	1	5	4	2	2	3	2	4	2	2	7	5	6	9	4	12	6	8	0	0	1	1	3	7	0	5	6	7	7	4	6	4	6	7	3	5	0	1	0	0	4	4	1	3	2
ZOTU199	24	27	14	15	17	26	22	10	13	0	0	0	0	0	0	0	0	1	11	18	15	11	20	16	22	20	9	0	0	0	0	1	1	2	1	0	6	6	4	8	7	13	7	8	8	0	0	0	0	0	0	0	0	0	16	11	7	12	12	13	13	10	11	0	0	0	0	0	0	0	0	1	12	17	8	20	10	12	18	13	9	0	0	0	0	0	0	1	0	0	5	9	10	14	6	15	15	10	3	0	0	0	0	1	0	0	0	0
ZOTU364	10	8	14	14	8	12	10	17	13	0	1	0	0	0	0	0	1	0	3	9	15	11	12	10	16	9	13	1	0	0	0	0	0	0	0	1	11	6	11	8	6	5	9	7	18	0	3	0	0	1	0	0	3	1	16	17	17	23	21	15	14	27	14	0	0	1	2	0	2	1	0	1	13	7	14	15	18	13	8	14	15	0	0	0	0	2	2	1	0	0	20	5	13	13	11	7	8	7	16	0	0	0	0	0	0	1	1	1
ZOTU198	17	16	10	19	10	8	12	12	6	0	2	1	0	2	2	0	1	0	9	13	16	13	11	15	11	14	9	0	2	1	1	1	3	0	1	0	8	14	12	8	18	11	7	15	18	0	1	1	0	3	1	0	0	1	13	10	8	13	6	13	12	11	15	0	1	0	2	0	4	1	1	2	11	22	12	11	10	15	9	10	9	2	0	1	0	1	0	0	1	0	9	13	12	9	16	10	6	7	17	1	1	1	1	1	0	0	0	1
ZOTU210	0	2	2	2	3	3	2	2	1	9	13	10	4	4	0	6	4	7	1	1	2	2	1	0	3	3	3	7	12	3	5	21	12	18	4	14	4	2	0	5	1	2	2	5	2	15	12	9	14	13	10	10	7	12	4	2	5	1	0	2	1	1	2	8	6	12	13	7	6	8	9	4	0	1	2	4	2	3	3	2	3	10	17	7	16	12	18	11	12	13	3	3	4	2	2	2	2	6	3	10	17	12	10	12	10	14	16	15
ZOTU258	0	0	0	0	0	0	0	0	0	2	10	6	6	3	11	8	5	15	0	0	0	0	0	0	0	0	0	14	17	18	25	14	19	10	10	10	0	0	0	0	0	0	0	0	0	11	3	6	10	6	16	8	23	1	0	1	0	0	0	0	0	0	0	11	7	3	16	12	5	5	11	7	0	0	0	0	0	0	0	0	0	12	12	16	22	11	18	15	11	11	0	0	1	0	0	0	0	0	0	19	9	13	21	15	23	24	19	13
ZOTU233	0	0	0	0	0	0	0	0	0	10	5	4	6	5	12	4	2	7	0	0	0	0	0	0	0	0	0	6	8	10	20	23	25	29	21	13	0	1	0	1	0	0	0	0	0	3	2	11	9	8	15	15	17	12	0	0	0	0	0	0	0	0	0	3	8	6	12	8	10	9	11	7	0	0	0	0	0	0	1	0	0	20	5	10	17	10	12	24	11	14	0	0	0	0	0	0	0	0	0	14	14	13	21	12	14	19	18	15
ZOTU269	7	7	4	4	4	7	4	4	7	13	11	5	3	6	8	3	1	6	5	4	3	5	3	6	0	3	1	13	8	11	4	9	5	6	10	11	4	3	3	2	2	3	7	3	5	9	24	3	5	9	12	6	11	11	6	1	5	3	3	4	4	6	2	4	9	6	6	5	6	4	7	17	5	4	4	2	1	2	6	5	5	1	16	5	3	3	2	12	10	15	4	9	2	5	5	7	5	2	0	0	5	1	3	17	9	12	8	10
ZOTU710	8	7	11	0	2	1	0	3	3	7	2	6	5	1	3	1	2	3	7	7	9	9	11	7	4	5	4	15	6	6	0	6	4	8	2	10	14	18	6	13	12	16	8	9	6	11	13	0	0	5	8	1	19	1	0	3	1	1	2	10	2	4	8	6	8	13	3	5	9	4	4	6	9	6	3	4	5	7	3	10	10	2	8	11	0	6	4	1	5	8	8	4	8	12	14	7	9	5	3	2	3	4	3	3	4	3	4	4
ZOTU284	0	1	0	0	0	1	1	1	1	7	19	12	4	12	7	2	7	7	3	0	0	1	1	0	1	2	1	18	12	15	5	6	11	7	0	7	1	1	0	1	2	1	3	1	2	6	17	7	3	12	12	0	2	8	2	1	1	1	2	2	2	0	0	26	13	18	8	6	9	16	16	10	0	1	4	0	1	0	0	0	0	16	8	11	15	17	21	6	9	15	2	2	0	0	1	0	0	0	1	8	13	17	14	14	8	9	13	13
ZOTU224	0	0	0	0	1	0	0	0	0	4	9	11	9	8	7	12	5	8	0	0	0	0	0	0	0	0	0	8	5	5	19	5	6	2	4	5	0	0	0	0	0	0	0	0	0	7	3	9	6	10	5	9	10	1	0	0	0	0	1	1	1	0	0	7	4	7	13	4	12	8	6	4	0	0	0	0	0	0	0	0	0	19	7	13	32	24	16	13	15	17	0	0	0	0	0	0	1	0	1	20	8	17	27	35	27	28	23	5
ZOTU229	2	2	6	1	5	2	7	4	2	6	14	14	2	5	9	6	6	18	1	3	7	1	1	5	4	4	3	11	10	4	2	6	11	11	10	6	4	3	2	3	3	5	1	5	6	16	7	4	3	1	4	5	15	7	3	2	1	3	4	3	4	0	3	4	2	6	4	6	4	2	9	9	3	2	1	1	3	3	4	6	3	5	15	15	7	12	20	5	10	9	4	7	1	2	1	1	3	4	1	3	10	8	9	13	6	11	11	15
ZOTU18	0	0	0	0	0	0	0	0	0	4	2	1	162	38	35	210	91	4	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	2
ZOTU714	1	4	2	3	2	1	3	1	5	11	8	15	3	8	8	11	6	7	1	0	1	4	1	0	1	2	3	7	9	5	7	8	12	6	1	6	2	0	2	0	3	0	0	1	1	5	8	13	4	9	11	12	4	10	2	6	5	2	5	3	1	4	1	13	23	11	9	12	2	11	11	9	1	2	2	1	4	4	3	1	1	12	10	5	12	5	4	4	9	13	1	0	2	2	2	2	1	3	3	5	9	12	13	6	14	5	8	9
ZOTU458	0	1	4	5	1	10	9	8	3	2	1	8	0	7	1	0	0	0	2	12	8	6	0	3	18	3	0	6	1	5	1	4	4	2	0	3	1	9	3	5	5	10	6	1	4	1	5	4	0	4	2	0	1	3	11	6	5	10	8	0	8	5	0	17	7	3	2	1	2	1	3	2	9	8	15	9	4	21	15	3	9	9	2	10	5	5	5	0	3	5	24	19	4	6	4	9	6	21	5	13	2	1	7	2	4	4	1	11
ZOTU338	9	13	13	13	10	7	8	14	11	0	0	1	0	1	0	0	0	2	13	10	10	6	5	9	10	8	10	1	2	1	0	1	0	0	0	1	5	7	10	6	11	8	4	5	6	0	1	0	0	1	1	0	0	0	16	19	12	17	11	19	17	15	12	1	2	0	2	0	2	1	0	0	10	6	5	15	9	11	3	10	10	2	0	1	1	1	0	0	2	0	7	7	4	14	10	9	9	12	7	0	1	2	0	0	1	2	0	1
ZOTU265	10	3	3	7	5	3	1	5	2	1	0	3	2	1	2	2	0	1	5	4	5	6	4	2	9	9	2	3	2	3	5	1	0	2	1	2	14	9	9	11	8	10	12	11	14	9	0	13	5	2	2	8	1	6	4	1	3	3	5	5	3	6	1	2	1	2	6	1	3	2	5	4	5	7	10	6	3	4	9	5	4	2	6	5	3	3	2	7	5	5	7	11	7	4	17	12	7	14	11	11	3	10	10	1	2	13	4	9
ZOTU263	10	6	14	13	10	6	8	12	8	2	4	0	1	6	1	0	3	2	4	9	8	7	6	6	8	12	5	1	5	4	1	1	3	2	0	2	6	3	3	6	5	6	3	5	6	0	4	2	0	8	0	0	0	6	7	7	20	12	11	7	9	11	16	3	8	1	2	2	3	0	1	2	9	7	5	11	11	8	6	13	10	1	3	3	2	7	1	0	3	1	8	12	8	3	5	3	6	5	9	1	4	1	3	7	2	2	2	1
ZOTU203	0	0	1	0	0	0	1	0	0	14	12	18	6	10	14	5	4	8	0	0	1	0	0	0	0	0	1	11	2	10	12	1	3	4	2	5	0	0	0	0	0	0	0	0	0	2	11	9	2	11	4	14	3	8	0	0	0	0	0	0	0	0	0	18	20	10	17	20	11	14	15	15	0	0	0	0	0	0	0	1	0	15	17	10	9	9	7	11	6	8	0	0	0	1	1	0	0	0	1	8	16	19	14	8	13	10	8	17
ZOTU289	18	14	18	3	9	4	12	3	10	0	4	1	0	3	0	1	1	0	21	9	17	16	11	8	7	9	6	3	3	0	2	1	0	1	1	3	14	12	14	8	12	17	15	9	13	3	4	2	3	4	0	5	2	0	1	3	4	8	3	11	6	8	12	0	2	0	1	0	1	1	1	0	6	6	3	7	4	6	4	6	7	2	2	1	2	2	1	0	0	0	5	8	8	3	13	10	10	5	5	1	0	0	0	6	2	0	1	2
ZOTU243	3	5	6	1	5	6	5	5	8	6	10	13	4	2	3	1	2	2	5	3	5	7	2	6	7	3	13	5	8	8	2	2	5	4	1	4	5	9	8	4	6	4	11	3	8	2	6	3	1	1	9	1	1	5	7	3	11	6	5	3	3	6	3	2	2	6	8	7	7	1	6	6	6	8	8	7	4	5	9	11	8	3	2	1	2	5	6	3	4	7	6	7	6	2	3	6	5	2	7	3	10	2	3	4	5	3	3	9
ZOTU127	3	8	8	4	5	6	5	7	5	5	2	9	3	7	3	3	1	5	1	7	5	8	5	6	6	4	4	5	6	7	1	4	2	2	4	1	3	3	1	3	3	4	1	4	5	5	9	6	0	5	1	7	2	6	18	9	8	5	12	13	10	6	12	4	5	3	4	8	3	4	5	1	2	9	9	4	3	11	5	4	6	2	1	1	5	6	3	6	1	3	5	7	2	13	8	5	8	3	3	4	3	3	3	6	4	2	2	3
ZOTU231	0	0	0	0	0	0	0	0	0	7	11	14	5	11	7	5	7	12	0	0	0	0	0	1	0	1	1	13	13	9	14	6	13	10	6	10	1	1	0	1	0	1	0	1	1	8	9	12	7	9	12	6	7	17	0	0	0	0	0	0	0	0	0	8	11	9	7	7	9	8	4	11	0	0	0	0	0	0	1	0	1	9	16	16	3	6	13	8	6	7	1	0	0	0	0	0	0	1	0	11	8	8	4	10	15	13	17	7
